name,price,expansion,finish,rarity,art_link
Eriks Curiosa,250.13,Alpha,Standard,Unique,https://www.tcgplayer.com/product/521847/sorcery-contested-realm-alpha-eriks-curiosa
Escyllion Cyclops,0.4,Alpha,Standard,Exceptional,https://www.tcgplayer.com/product/521855/sorcery-contested-realm-alpha-escyllion-cyclops
Escyllion Cyclops Foil,10.98,Alpha,Foil,Exceptional,https://www.tcgplayer.com/product/521856/sorcery-contested-realm-alpha-escyllion-cyclops-foil
Evil Presence,0.54,Alpha,Standard,Exceptional,https://www.tcgplayer.com/product/521858/sorcery-contested-realm-alpha-evil-presence
Evil Presence Foil,40.31,Alpha,Foil,Exceptional,https://www.tcgplayer.com/product/521857/sorcery-contested-realm-alpha-evil-presence-foil
Exorcism,0.13,Alpha,Standard,Ordinary,https://www.tcgplayer.com/product/522083/sorcery-contested-realm-alpha-exorcism
Exorcism Foil,14.15,Alpha,Foil,Ordinary,https://www.tcgplayer.com/product/522085/sorcery-contested-realm-alpha-exorcism-foil
Extinguish,0.12,Alpha,Standard,Ordinary,https://www.tcgplayer.com/product/522090/sorcery-contested-realm-alpha-extinguish
Extinguish Foil,11.0,Alpha,Foil,Ordinary,https://www.tcgplayer.com/product/522088/sorcery-contested-realm-alpha-extinguish-foil
Fade,0.17,Alpha,Standard,Ordinary,https://www.tcgplayer.com/product/522097/sorcery-contested-realm-alpha-fade
Fade Foil,8.55,Alpha,Foil,Ordinary,https://www.tcgplayer.com/product/522101/sorcery-contested-realm-alpha-fade-foil
Far East Assassin,1.02,Alpha,Standard,Elite,https://www.tcgplayer.com/product/522110/sorcery-contested-realm-alpha-far-east-assassin
Felbog Frog Men,0.32,Alpha,Standard,Exceptional,https://www.tcgplayer.com/product/522112/sorcery-contested-realm-alpha-felbog-frog-men
Felbog Frog Men Foil,13.0,Alpha,Foil,Exceptional,https://www.tcgplayer.com/product/522113/sorcery-contested-realm-alpha-felbog-frog-men-foil
Fenvale Muse,0.11,Alpha,Standard,Ordinary,https://www.tcgplayer.com/product/522118/sorcery-contested-realm-alpha-fenvale-muse
Fenvale Muse Foil,12.62,Alpha,Foil,Ordinary,https://www.tcgplayer.com/product/522117/sorcery-contested-realm-alpha-fenvale-muse-foil
Fey Changeling,0.39,Alpha,Standard,Exceptional,https://www.tcgplayer.com/product/522122/sorcery-contested-realm-alpha-fey-changeling
Fey Changeling Foil,17.2,Alpha,Foil,Exceptional,https://www.tcgplayer.com/product/522126/sorcery-contested-realm-alpha-fey-changeling-foil
Fire Harpoons,0.16,Alpha,Standard,Ordinary,https://www.tcgplayer.com/product/522135/sorcery-contested-realm-alpha-fire-harpoons
Fire Harpoons Foil,13.98,Alpha,Foil,Ordinary,https://www.tcgplayer.com/product/522132/sorcery-contested-realm-alpha-fire-harpoons-foil
Fireball,0.51,Alpha,Standard,Exceptional,https://www.tcgplayer.com/product/522136/sorcery-contested-realm-alpha-fireball
Fireball Foil,11.6,Alpha,Foil,Exceptional,https://www.tcgplayer.com/product/522141/sorcery-contested-realm-alpha-fireball-foil
Firebolts,0.21,Alpha,Standard,Ordinary,https://www.tcgplayer.com/product/522147/sorcery-contested-realm-alpha-firebolts
Firebolts Foil,15.5,Alpha,Foil,Ordinary,https://www.tcgplayer.com/product/522144/sorcery-contested-realm-alpha-firebolts-foil
Flame Wave,1.42,Alpha,Standard,Elite,https://www.tcgplayer.com/product/522151/sorcery-contested-realm-alpha-flame-wave
Flame Wave Foil,29.95,Alpha,Foil,Elite,https://www.tcgplayer.com/product/522153/sorcery-contested-realm-alpha-flame-wave-foil
Flaming Sword,0.36,Alpha,Standard,Exceptional,https://www.tcgplayer.com/product/522157/sorcery-contested-realm-alpha-flaming-sword
Flaming Sword Foil,24.58,Alpha,Foil,Exceptional,https://www.tcgplayer.com/product/522155/sorcery-contested-realm-alpha-flaming-sword-foil
Flanking Maneuver,0.43,Alpha,Standard,Exceptional,https://www.tcgplayer.com/product/522160/sorcery-contested-realm-alpha-flanking-maneuver
Flanking Maneuver Foil,9.0,Alpha,Foil,Exceptional,https://www.tcgplayer.com/product/522162/sorcery-contested-realm-alpha-flanking-maneuver-foil
Flood,0.48,Alpha,Standard,Exceptional,https://www.tcgplayer.com/product/521876/sorcery-contested-realm-alpha-flood
Flood Preconstructed Deck,0.97,Alpha,Standard,Exceptional,https://www.tcgplayer.com/product/521882/sorcery-contested-realm-alpha-flood-preconstructed-deck
Floodplain,0.88,Alpha,Standard,Exceptional,https://www.tcgplayer.com/product/521887/sorcery-contested-realm-alpha-floodplain
Floodplain Foil,37.5,Alpha,Foil,Exceptional,https://www.tcgplayer.com/product/521891/sorcery-contested-realm-alpha-floodplain-foil
Floodplain Preconstructed Deck,0.94,Alpha,Standard,Exceptional,https://www.tcgplayer.com/product/521894/sorcery-contested-realm-alpha-floodplain-preconstructed-deck
Font of Life,0.42,Alpha,Standard,Exceptional,https://www.tcgplayer.com/product/521897/sorcery-contested-realm-alpha-font-of-life
Font of Life Foil,14.5,Alpha,Foil,Exceptional,https://www.tcgplayer.com/product/521899/sorcery-contested-realm-alpha-font-of-life-foil
Free City,1.32,Alpha,Standard,Exceptional,https://www.tcgplayer.com/product/521926/sorcery-contested-realm-alpha-free-city
Free City Foil,35.16,Alpha,Foil,Exceptional,https://www.tcgplayer.com/product/521932/sorcery-contested-realm-alpha-free-city-foil
Frontier Settlers,0.6,Alpha,Standard,Exceptional,https://www.tcgplayer.com/product/521953/sorcery-contested-realm-alpha-frontier-settlers
Frontier Settlers Foil,39.66,Alpha,Foil,Exceptional,https://www.tcgplayer.com/product/521955/sorcery-contested-realm-alpha-frontier-settlers-foil
Frost Nova,0.34,Alpha,Standard,Exceptional,https://www.tcgplayer.com/product/521964/sorcery-contested-realm-alpha-frost-nova
Geyser,0.36,Alpha,Standard,Exceptional,https://www.tcgplayer.com/product/521992/sorcery-contested-realm-alpha-geyser
Ghost Ship,0.77,Alpha,Standard,Elite,https://www.tcgplayer.com/product/521999/sorcery-contested-realm-alpha-ghost-ship
Ghost Ship Foil,80.0,Alpha,Foil,Elite,https://www.tcgplayer.com/product/522006/sorcery-contested-realm-alpha-ghost-ship-foil
Giant Shark,0.42,Alpha,Standard,Exceptional,https://www.tcgplayer.com/product/522009/sorcery-contested-realm-alpha-giant-shark
Gigantism,9.61,Alpha,Standard,Unique,https://www.tcgplayer.com/product/522021/sorcery-contested-realm-alpha-gigantism
Gilded Aegis,11.55,Alpha,Standard,Unique,https://www.tcgplayer.com/product/522030/sorcery-contested-realm-alpha-gilded-aegis
Gneissgnath Gnomes,0.53,Alpha,Standard,Exceptional,https://www.tcgplayer.com/product/522038/sorcery-contested-realm-alpha-gneissgnath-gnomes
Gneissgnath Gnomes Foil,21.41,Alpha,Foil,Exceptional,https://www.tcgplayer.com/product/522040/sorcery-contested-realm-alpha-gneissgnath-gnomes-foil
Gnome Hollows,0.93,Alpha,Standard,Exceptional,https://www.tcgplayer.com/product/522065/sorcery-contested-realm-alpha-gnome-hollows
Gnome Hollows Foil,30.99,Alpha,Foil,Exceptional,https://www.tcgplayer.com/product/522067/sorcery-contested-realm-alpha-gnome-hollows-foil
Gothic Tower,0.36,Alpha,Standard,Ordinary,https://www.tcgplayer.com/product/522079/sorcery-contested-realm-alpha-gothic-tower
Gothic Tower Foil,26.56,Alpha,Foil,Ordinary,https://www.tcgplayer.com/product/522082/sorcery-contested-realm-alpha-gothic-tower-foil
Grandmaster Wizard,5.84,Alpha,Standard,Elite,https://www.tcgplayer.com/product/522091/sorcery-contested-realm-alpha-grandmaster-wizard
Grandmaster Wizard Foil,200.0,Alpha,Foil,Elite,https://www.tcgplayer.com/product/522095/sorcery-contested-realm-alpha-grandmaster-wizard-foil
Grandmaster Wizard Preconstructed Deck,6.91,Alpha,Standard,Elite,https://www.tcgplayer.com/product/522100/sorcery-contested-realm-alpha-grandmaster-wizard-preconstructed-deck
Grapple Shot,0.29,Alpha,Standard,Ordinary,https://www.tcgplayer.com/product/522108/sorcery-contested-realm-alpha-grapple-shot
Grapple Shot Foil,36.0,Alpha,Foil,Ordinary,https://www.tcgplayer.com/product/522111/sorcery-contested-realm-alpha-grapple-shot-foil
Great Old One,18.95,Alpha,Standard,Unique,https://www.tcgplayer.com/product/522114/sorcery-contested-realm-alpha-great-old-one
Great Wall,7.43,Alpha,Standard,Unique,https://www.tcgplayer.com/product/522125/sorcery-contested-realm-alpha-great-wall
Grey Wolves,0.72,Alpha,Standard,Ordinary,https://www.tcgplayer.com/product/522149/sorcery-contested-realm-alpha-grey-wolves
Grey Wolves Foil,53.1,Alpha,Foil,Ordinary,https://www.tcgplayer.com/product/522152/sorcery-contested-realm-alpha-grey-wolves-foil
Grim Reaper,21.96,Alpha,Standard,Unique,https://www.tcgplayer.com/product/521866/sorcery-contested-realm-alpha-grim-reaper
Grosse Poltergeist,0.74,Alpha,Standard,Elite,https://www.tcgplayer.com/product/521870/sorcery-contested-realm-alpha-grosse-poltergeist
Grosse Poltergeist Foil,39.0,Alpha,Foil,Elite,https://www.tcgplayer.com/product/521872/sorcery-contested-realm-alpha-grosse-poltergeist-foil
Guile Sirens,0.42,Alpha,Standard,Exceptional,https://www.tcgplayer.com/product/521873/sorcery-contested-realm-alpha-guile-sirens
Guile Sirens Foil,17.01,Alpha,Foil,Exceptional,https://www.tcgplayer.com/product/521874/sorcery-contested-realm-alpha-guile-sirens-foil
Guile Sirens Preconstructed Deck,0.94,Alpha,Standard,Exceptional,https://www.tcgplayer.com/product/521875/sorcery-contested-realm-alpha-guile-sirens-preconstructed-deck
Gyre Hippogriffs,0.6,Alpha,Standard,Exceptional,https://www.tcgplayer.com/product/521877/sorcery-contested-realm-alpha-gyre-hippogriffs
Haast Eagle,0.39,Alpha,Standard,Exceptional,https://www.tcgplayer.com/product/521881/sorcery-contested-realm-alpha-haast-eagle
Headless Haunt,0.55,Alpha,Standard,Exceptional,https://www.tcgplayer.com/product/521884/sorcery-contested-realm-alpha-headless-haunt
Headless Haunt Foil,20.48,Alpha,Foil,Exceptional,https://www.tcgplayer.com/product/521885/sorcery-contested-realm-alpha-headless-haunt-foil
Heat Ray,0.18,Alpha,Standard,Ordinary,https://www.tcgplayer.com/product/521888/sorcery-contested-realm-alpha-heat-ray
Heat Ray Foil,10.72,Alpha,Foil,Ordinary,https://www.tcgplayer.com/product/521889/sorcery-contested-realm-alpha-heat-ray-foil
Highland Clansmen,0.08,Alpha,Standard,Ordinary,https://www.tcgplayer.com/product/521892/sorcery-contested-realm-alpha-highland-clansmen
Highland Clansmen Foil,7.63,Alpha,Foil,Ordinary,https://www.tcgplayer.com/product/521893/sorcery-contested-realm-alpha-highland-clansmen-foil
Highland Falconer,2.3,Alpha,Standard,Elite,https://www.tcgplayer.com/product/521895/sorcery-contested-realm-alpha-highland-falconer
Highland Princess,35.44,Alpha,Standard,Unique,https://www.tcgplayer.com/product/521898/sorcery-contested-realm-alpha-highland-princess
Hillock Basilisk,0.3,Alpha,Standard,Exceptional,https://www.tcgplayer.com/product/521901/sorcery-contested-realm-alpha-hillock-basilisk
Hillock Basilisk Foil,13.95,Alpha,Foil,Exceptional,https://www.tcgplayer.com/product/521902/sorcery-contested-realm-alpha-hillock-basilisk-foil
Holy Ground,0.45,Alpha,Standard,Exceptional,https://www.tcgplayer.com/product/521906/sorcery-contested-realm-alpha-holy-ground
Hounds of Ondaros,2.3,Alpha,Standard,Elite,https://www.tcgplayer.com/product/521919/sorcery-contested-realm-alpha-hounds-of-ondaros
Hounds of Ondaros Foil,52.0,Alpha,Foil,Elite,https://www.tcgplayer.com/product/521920/sorcery-contested-realm-alpha-hounds-of-ondaros-foil
House Arn Bannerman,0.4,Alpha,Standard,Exceptional,https://www.tcgplayer.com/product/521921/sorcery-contested-realm-alpha-house-arn-bannerman
Humble Village,0.22,Alpha,Standard,Ordinary,https://www.tcgplayer.com/product/521929/sorcery-contested-realm-alpha-humble-village
Humble Village Foil,14.58,Alpha,Foil,Ordinary,https://www.tcgplayer.com/product/521930/sorcery-contested-realm-alpha-humble-village-foil
Ice Lance,0.15,Alpha,Standard,Ordinary,https://www.tcgplayer.com/product/521934/sorcery-contested-realm-alpha-ice-lance
Iceberg,0.69,Alpha,Standard,Exceptional,https://www.tcgplayer.com/product/521940/sorcery-contested-realm-alpha-iceberg
Iceberg Foil,12.75,Alpha,Foil,Exceptional,https://www.tcgplayer.com/product/521941/sorcery-contested-realm-alpha-iceberg-foil
Immolation,16.26,Alpha,Standard,Unique,https://www.tcgplayer.com/product/521944/sorcery-contested-realm-alpha-immolation
Imperial Road,2.16,Alpha,Standard,Elite,https://www.tcgplayer.com/product/521947/sorcery-contested-realm-alpha-imperial-road
Incinerate,0.08,Alpha,Standard,Ordinary,https://www.tcgplayer.com/product/521950/sorcery-contested-realm-alpha-incinerate
Incinerate Foil,10.99,Alpha,Foil,Ordinary,https://www.tcgplayer.com/product/521951/sorcery-contested-realm-alpha-incinerate-foil
Infernal Legion,0.73,Alpha,Standard,Elite,https://www.tcgplayer.com/product/521914/sorcery-contested-realm-alpha-infernal-legion
Infernal Legion Foil,220.0,Alpha,Foil,Elite,https://www.tcgplayer.com/product/521916/sorcery-contested-realm-alpha-infernal-legion-foil
Infernal Legion Preconstructed Deck,1.25,Alpha,Standard,Elite,https://www.tcgplayer.com/product/521918/sorcery-contested-realm-alpha-infernal-legion-preconstructed-deck
Infiltrate,4.09,Alpha,Standard,Elite,https://www.tcgplayer.com/product/521928/sorcery-contested-realm-alpha-infiltrate
Infiltrate Foil,149.01,Alpha,Foil,Elite,https://www.tcgplayer.com/product/521931/sorcery-contested-realm-alpha-infiltrate-foil
Iron Shackles,0.27,Alpha,Standard,Exceptional,https://www.tcgplayer.com/product/521946/sorcery-contested-realm-alpha-iron-shackles
Iron Shackles Foil,20.0,Alpha,Foil,Exceptional,https://www.tcgplayer.com/product/521948/sorcery-contested-realm-alpha-iron-shackles-foil
Island Leviathan,0.95,Alpha,Standard,Elite,https://www.tcgplayer.com/product/521952/sorcery-contested-realm-alpha-island-leviathan
Island Leviathan Preconstructed Deck,0.7,Alpha,Standard,Elite,https://www.tcgplayer.com/product/521959/sorcery-contested-realm-alpha-island-leviathan-preconstructed-deck
Karkemish Chimera,0.84,Alpha,Standard,Elite,https://www.tcgplayer.com/product/521962/sorcery-contested-realm-alpha-karkemish-chimera
King of the Realm,4.71,Alpha,Standard,Unique,https://www.tcgplayer.com/product/521967/sorcery-contested-realm-alpha-king-of-the-realm
King of the Realm Preconstructed Deck,3.41,Alpha,Standard,Unique,https://www.tcgplayer.com/product/521970/sorcery-contested-realm-alpha-king-of-the-realm-preconstructed-deck
Kingdom of Agartha,5.92,Alpha,Standard,Unique,https://www.tcgplayer.com/product/521965/sorcery-contested-realm-alpha-kingdom-of-agartha
Kite Archer,0.44,Alpha,Standard,Exceptional,https://www.tcgplayer.com/product/521972/sorcery-contested-realm-alpha-kite-archer
Kite Archer Foil,13.0,Alpha,Foil,Exceptional,https://www.tcgplayer.com/product/521974/sorcery-contested-realm-alpha-kite-archer-foil
Kythera Mechanism,20.11,Alpha,Standard,Unique,https://www.tcgplayer.com/product/521975/sorcery-contested-realm-alpha-kythera-mechanism
Land Deed,1.25,Alpha,Standard,Elite,https://www.tcgplayer.com/product/521978/sorcery-contested-realm-alpha-land-deed
Land Surveyor,0.29,Alpha,Standard,Ordinary,https://www.tcgplayer.com/product/521982/sorcery-contested-realm-alpha-land-surveyor
Land Surveyor Foil,14.0,Alpha,Foil,Ordinary,https://www.tcgplayer.com/product/521986/sorcery-contested-realm-alpha-land-surveyor-foil
Lava Salamander,0.45,Alpha,Standard,Exceptional,https://www.tcgplayer.com/product/521987/sorcery-contested-realm-alpha-lava-salamander
Lava Salamander Foil,12.49,Alpha,Foil,Exceptional,https://www.tcgplayer.com/product/521989/sorcery-contested-realm-alpha-lava-salamander-foil
Leap Attack,0.42,Alpha,Standard,Exceptional,https://www.tcgplayer.com/product/521991/sorcery-contested-realm-alpha-leap-attack
Lighthouse,3.04,Alpha,Standard,Exceptional,https://www.tcgplayer.com/product/521997/sorcery-contested-realm-alpha-lighthouse
Lightning Bolt,0.26,Alpha,Standard,Ordinary,https://www.tcgplayer.com/product/522001/sorcery-contested-realm-alpha-lightning-bolt
Lightning Bolt Foil,17.07,Alpha,Foil,Ordinary,https://www.tcgplayer.com/product/522005/sorcery-contested-realm-alpha-lightning-bolt-foil
Lone Tower,0.32,Alpha,Standard,Ordinary,https://www.tcgplayer.com/product/522011/sorcery-contested-realm-alpha-lone-tower
Lone Tower Foil,25.99,Alpha,Foil,Ordinary,https://www.tcgplayer.com/product/522015/sorcery-contested-realm-alpha-lone-tower-foil
Lord of Unland,10.7,Alpha,Standard,Unique,https://www.tcgplayer.com/product/522019/sorcery-contested-realm-alpha-lord-of-unland
Lord of the Void,8.91,Alpha,Standard,Unique,https://www.tcgplayer.com/product/522017/sorcery-contested-realm-alpha-lord-of-the-void
Lucky Charm,0.42,Alpha,Standard,Exceptional,https://www.tcgplayer.com/product/522022/sorcery-contested-realm-alpha-lucky-charm
Lucky Charm Foil,19.51,Alpha,Foil,Exceptional,https://www.tcgplayer.com/product/522024/sorcery-contested-realm-alpha-lucky-charm-foil
Mad Dash,0.21,Alpha,Standard,Ordinary,https://www.tcgplayer.com/product/522027/sorcery-contested-realm-alpha-mad-dash
Mad Dash Foil,17.99,Alpha,Foil,Ordinary,https://www.tcgplayer.com/product/522028/sorcery-contested-realm-alpha-mad-dash-foil
Maddening Bells,1.07,Alpha,Standard,Elite,https://www.tcgplayer.com/product/522029/sorcery-contested-realm-alpha-maddening-bells
Maddening Bells Foil,33.0,Alpha,Foil,Elite,https://www.tcgplayer.com/product/522033/sorcery-contested-realm-alpha-maddening-bells-foil
Maelstrom,3.88,Alpha,Standard,Unique,https://www.tcgplayer.com/product/521977/sorcery-contested-realm-alpha-maelstrom
Maelstrom Foil,326.29,Alpha,Foil,Unique,https://www.tcgplayer.com/product/521979/sorcery-contested-realm-alpha-maelstrom-foil
Maelstrom Preconstructed Deck,3.02,Alpha,Standard,Unique,https://www.tcgplayer.com/product/521980/sorcery-contested-realm-alpha-maelstrom-preconstructed-deck
Mage Slayer,0.17,Alpha,Standard,Ordinary,https://www.tcgplayer.com/product/521984/sorcery-contested-realm-alpha-mage-slayer
Mage Slayer Foil,10.13,Alpha,Foil,Ordinary,https://www.tcgplayer.com/product/521985/sorcery-contested-realm-alpha-mage-slayer-foil
Magellan Globe,2.42,Alpha,Standard,Elite,https://www.tcgplayer.com/product/521988/sorcery-contested-realm-alpha-magellan-globe
Magnetic Muzzle,1.36,Alpha,Standard,Elite,https://www.tcgplayer.com/product/521995/sorcery-contested-realm-alpha-magnetic-muzzle
Major Explosion,0.81,Alpha,Standard,Elite,https://www.tcgplayer.com/product/522000/sorcery-contested-realm-alpha-major-explosion
