name,price,expansion,finish,rarity,art_link
Mariners Curse Foil,15.98,Alpha,Foil,Exceptional,alp-mariners_curse-b-f
Mask of Mayhem,1.33,Alpha,Standard,Elite,alp-mask_of_mayhem-b-s
Master Tracker,0.58,Alpha,Standard,Elite,alp-master_tracker-b-s
Maze Minotaur,0.67,Alpha,Standard,Elite,alp-maze_minotaur-b-s
Megamoeba,1.25,Alpha,Standard,Elite,alp-megamoeba-b-s
Megamoeba Foil,91.45,Alpha,Foil,Elite,alp-megamoeba-b-f
Men of Leng,0.25,Alpha,Standard,Ordinary,alp-men_of_leng-b-s
Men of Leng Foil,7.25,Alpha,Foil,Ordinary,alp-men_of_leng-b-f
Meteor Shower,0.85,Alpha,Standard,Elite,alp-meteor_shower-b-s
Meteor Shower Foil,28.71,Alpha,Foil,Elite,alp-meteor_shower-b-f
Midland Army,4.42,Alpha,Standard,Unique,alp-midland_army-b-s
Midland Army Preconstructed Deck,4.01,Alpha,Standard,Unique,
Midnight Rogue,0.15,Alpha,Standard,Ordinary,alp-midnight_rogue-b-s
Midnight Rogue Foil,7.54,Alpha,Foil,Ordinary,alp-midnight_rogue-b-f
Minecart Madness,0.42,Alpha,Standard,Exceptional,alp-minecart_madness-b-s
Minecart Madness Foil,15.0,Alpha,Foil,Exceptional,alp-minecart_madness-b-f
Minor Explosion,0.26,Alpha,Standard,Ordinary,alp-minor_explosion-b-s
Minor Explosion Foil,27.33,Alpha,Foil,Ordinary,alp-minor_explosion-b-f
Miracle Workers,0.18,Alpha,Standard,Ordinary,alp-miracle_workers-b-s
Mirage,1.29,Alpha,Standard,Elite,alp-mirage-b-s
Mirror Realm,37.9,Alpha,Standard,Unique,alp-mirror_realm-b-s
Mix Aer,7.38,Alpha,Standard,Elite,alp-mix_aer-b-s
Mix Aqua,6.07,Alpha,Standard,Elite,alp-mix_aqua-b-s
Mix Ignis,5.85,Alpha,Standard,Elite,alp-mix_ignis-b-s
Mix Terra,5.46,Alpha,Standard,Elite,alp-mix_terra-b-s
Mix Terra Foil,189.5,Alpha,Foil,Elite,alp-mix_terra-b-f
Monastery Gargoyle,0.36,Alpha,Standard,Exceptional,alp-monastery_gargoyle-b-s
Monastery Gargoyle Foil,16.28,Alpha,Foil,Exceptional,alp-monastery_gargoyle-b-f
Monster Hunter,0.44,Alpha,Standard,Exceptional,alp-monster_hunter-b-s
Moon Clan Werewolf,0.38,Alpha,Standard,Exceptional,alp-moon_clan_werewolf-b-s
Mordric Druids,1.42,Alpha,Standard,Elite,alp-mordric_druids-b-s
Mordric Druids Foil,25.53,Alpha,Foil,Elite,alp-mordric_druids-b-f
Mortality,0.2,Alpha,Standard,Ordinary,alp-mortality-b-s
Mortality Foil,8.25,Alpha,Foil,Ordinary,alp-mortality-b-f
Mother Nature,5.51,Alpha,Standard,Unique,alp-mother_nature-b-s
Mother Nature Preconstructed Deck,3.7,Alpha,Standard,Unique,
Mountain Giant,0.44,Alpha,Standard,Elite,alp-mountain_giant-b-s
Mountain Pass,0.41,Alpha,Standard,Exceptional,alp-mountain_pass-b-s
Muck Lampreys,0.13,Alpha,Standard,Ordinary,alp-muck_lampreys-b-s
Mudflow,0.44,Alpha,Standard,Exceptional,alp-mudflow-b-s
Mudflow Foil,11.34,Alpha,Foil,Exceptional,alp-mudflow-b-f
Nightmare,0.74,Alpha,Standard,Elite,alp-nightmare-b-s
Nimbus Jinn,1.48,Alpha,Standard,Elite,alp-nimbus_jinn-b-s
Oasis,2.85,Alpha,Standard,Exceptional,alp-oasis-b-s
Oasis Foil,123.74,Alpha,Foil,Exceptional,alp-oasis-b-f
Observatory,3.38,Alpha,Standard,Elite,alp-observatory-b-s
Occult Ritual,9.18,Alpha,Standard,Unique,alp-occult_ritual-b-s
Occult Ritual Pledge Pack,38.85,Alpha,Standard,Unique,
Ogre Goons,0.17,Alpha,Standard,Ordinary,alp-ogre_goons-b-s
Ogre Goons Foil,14.59,Alpha,Foil,Ordinary,alp-ogre_goons-b-f
Ogre Goons Preconstructed Deck,0.99,Alpha,Standard,Ordinary,
Old Salt Anchorman,0.14,Alpha,Standard,Ordinary,alp-old_salt_anchorman-b-s
Old Salt Anchorman Foil,8.48,Alpha,Foil,Ordinary,alp-old_salt_anchorman-b-f
Onyx Core,81.22,Alpha,Standard,Unique,alp-onyx_core-b-s
Orb of Baal Berith,12.06,Alpha,Standard,Unique,alp-orb_of_baal_berith-b-s
Ormund Harpooneers,0.38,Alpha,Standard,Exceptional,alp-ormund_harpooneers-b-s
Outback Strider,0.44,Alpha,Standard,Exceptional,alp-outback_strider-b-s
Overpower,0.08,Alpha,Standard,Ordinary,alp-overpower-b-s
Overpower Foil,12.88,Alpha,Foil,Ordinary,alp-overpower-b-f
Pact with the Devil,16.7,Alpha,Standard,Unique,alp-pact_with_the_devil-b-s
Palliburrie Bats,0.2,Alpha,Standard,Ordinary,alp-palliburrie_bats-b-s
Palliburrie Bats Foil,9.68,Alpha,Foil,Ordinary,alp-palliburrie_bats-b-f
Panorama Manticore,1.46,Alpha,Standard,Elite,alp-panorama_manticore-b-s
Panorama Manticore Foil,51.67,Alpha,Foil,Elite,alp-panorama_manticore-b-f
Pathfinder,32.8,Alpha,Standard,Unique,alp-pathfinder-b-s
Payload Trebuchet,1.37,Alpha,Standard,Elite,alp-payload_trebuchet-b-s
Pendulum of Peril,9.04,Alpha,Standard,Unique,alp-pendulum_of_peril-b-s
Pendulum of Peril Foil,172.71,Alpha,Foil,Unique,alp-pendulum_of_peril-b-f
Peregrine Apparition,0.33,Alpha,Standard,Exceptional,alp-peregrine_apparition-b-s
Peregrine Apparition Foil,17.0,Alpha,Foil,Exceptional,alp-peregrine_apparition-b-f
Petrosian Cavalry,0.15,Alpha,Standard,Ordinary,alp-petrosian_cavalry-b-s
Petrosian Cavalry Foil,22.05,Alpha,Foil,Ordinary,alp-petrosian_cavalry-b-f
Phantasmal Shade,0.3,Alpha,Standard,Exceptional,alp-phantasmal_shade-b-s
Phantom Steed,0.51,Alpha,Standard,Exceptional,alp-phantom_steed-b-s
Phantom Steed Foil,16.27,Alpha,Foil,Exceptional,alp-phantom_steed-b-f
Phase Assassin,0.59,Alpha,Standard,Exceptional,alp-phase_assassin-b-s
Phase Assassin Foil,9.0,Alpha,Foil,Exceptional,alp-phase_assassin-b-f
Philosophers Stone,240.47,Alpha,Standard,Unique,alp-philosophers_stone-b-s
Philosophers Stone Foil,2999.99,Alpha,Foil,Unique,alp-philosophers_stone-b-f
Pillar of Zeiros,25.36,Alpha,Standard,Unique,alp-pillar_of_zeiros-b-s
Pirate Ship,0.17,Alpha,Standard,Ordinary,alp-pirate_ship-b-s
Pirate Ship Foil,21.5,Alpha,Foil,Ordinary,alp-pirate_ship-b-f
Pirate Ship Preconstructed Deck,1.94,Alpha,Standard,Ordinary,
Pit Vipers,0.21,Alpha,Standard,Ordinary,alp-pit_vipers-b-s
Pit Vipers Foil,13.5,Alpha,Foil,Ordinary,alp-pit_vipers-b-f
Plague of Frogs,16.76,Alpha,Standard,Unique,alp-plague_of_frogs-b-s
Planar Gate,1.68,Alpha,Standard,Elite,alp-planar_gate-b-s
Plumed Pegasus,0.22,Alpha,Standard,Ordinary,alp-plumed_pegasus-b-s
Plumed Pegasus Foil,12.86,Alpha,Foil,Ordinary,alp-plumed_pegasus-b-f
Pnakotic Manuscript,11.6,Alpha,Standard,Unique,alp-pnakotic_manuscript-b-s
Poison Nova,1.01,Alpha,Standard,Exceptional,alp-poison_nova-b-s
Poison Nova Foil,27.5,Alpha,Foil,Exceptional,alp-poison_nova-b-f
Poisonous Dagger,0.62,Alpha,Standard,Exceptional,alp-poisonous_dagger-b-s
Poisonous Dagger Foil,19.31,Alpha,Foil,Exceptional,alp-poisonous_dagger-b-f
Polar Bears,0.2,Alpha,Standard,Ordinary,alp-polar_bears-b-s
Polar Bears Foil,9.15,Alpha,Foil,Ordinary,alp-polar_bears-b-f
Polar Explorers,1.72,Alpha,Standard,Elite,alp-polar_explorers-b-s
Polar Explorers Foil,119.9,Alpha,Foil,Elite,alp-polar_explorers-b-f
Pollimorph,4.67,Alpha,Standard,Elite,alp-pollimorph-b-s
Pollimorph Foil,43.49,Alpha,Foil,Elite,alp-pollimorph-b-f
Porcupine Pufferfish,0.15,Alpha,Standard,Ordinary,alp-porcupine_pufferfish-b-s
Porcupine Pufferfish Foil,8.0,Alpha,Foil,Ordinary,alp-porcupine_pufferfish-b-f
Primordial Spring,2.02,Alpha,Standard,Elite,alp-primordial_spring-b-s
Primordial Spring Foil,50.1,Alpha,Foil,Elite,alp-primordial_spring-b-f
Pristine Paradise,16.87,Alpha,Standard,Unique,alp-pristine_paradise-b-s
Psionic Blast,0.33,Alpha,Standard,Exceptional,alp-psionic_blast-b-s
Pudge Butcher,0.89,Alpha,Standard,Exceptional,alp-pudge_butcher-b-s
Pudge Butcher Foil,78.99,Alpha,Foil,Exceptional,alp-pudge_butcher-b-f
Puppet Master,0.89,Alpha,Standard,Elite,alp-puppet_master-b-s
Purge Juggernaut,1.26,Alpha,Standard,Elite,alp-purge_juggernaut-b-s
Quagmire,0.5,Alpha,Standard,Exceptional,alp-quagmire-b-s
Quarrelsome Kobolds,0.67,Alpha,Standard,Exceptional,alp-quarrelsome_kobolds-b-s
Quarrelsome Kobolds Foil,30.54,Alpha,Foil,Exceptional,alp-quarrelsome_kobolds-b-f
Queen of Midland,7.0,Alpha,Standard,Unique,alp-queen_of_midland-b-s
Queen of Midland Preconstructed Deck,5.95,Alpha,Standard,Unique,
Raal Dromedary,0.14,Alpha,Standard,Ordinary,alp-raal_dromedary-b-s
Raal Dromedary Foil,14.99,Alpha,Foil,Ordinary,alp-raal_dromedary-b-f
Rain of Arrows,0.17,Alpha,Standard,Ordinary,alp-rain_of_arrows-b-s
Raise Dead,0.37,Alpha,Standard,Exceptional,alp-raise_dead-b-s
Raise Dead Foil,14.42,Alpha,Foil,Exceptional,alp-raise_dead-b-f
Recall,0.29,Alpha,Standard,Exceptional,alp-recall-b-s
Recall Foil,14.94,Alpha,Foil,Exceptional,alp-recall-b-f
Recurring Specter,0.96,Alpha,Standard,Elite,alp-recurring_specter-b-s
Recurring Specter Foil,29.44,Alpha,Foil,Elite,alp-recurring_specter-b-f
Red Desert,0.33,Alpha,Standard,Ordinary,alp-red_desert-b-s
Red Desert Foil,41.7,Alpha,Foil,Ordinary,alp-red_desert-b-f
Red Desert Preconstructed Deck,2.6,Alpha,Standard,Ordinary,
Remote Desert,0.52,Alpha,Standard,Ordinary,alp-remote_desert-b-s
Remote Desert Foil,16.1,Alpha,Foil,Ordinary,alp-remote_desert-b-f
Replication,1.88,Alpha,Standard,Elite,alp-replication-b-s
Rest in Peace,1.7,Alpha,Standard,Elite,alp-rest_in_peace-b-s
Rest in Peace Foil,93.37,Alpha,Foil,Elite,alp-rest_in_peace-b-f
Riddle Sphinx,1.48,Alpha,Standard,Elite,alp-riddle_sphinx-b-s
Riddle Sphinx Foil,54.0,Alpha,Foil,Elite,alp-riddle_sphinx-b-f
Rift Valley,4.7,Alpha,Standard,Elite,alp-rift_valley-b-s
Rift Valley Foil,64.5,Alpha,Foil,Elite,alp-rift_valley-b-f
Rimland Nomads,0.25,Alpha,Standard,Ordinary,alp-rimland_nomads-b-s
Rimland Nomads Foil,9.66,Alpha,Foil,Ordinary,alp-rimland_nomads-b-f
Riptide,0.19,Alpha,Standard,Ordinary,alp-riptide-b-s
Riptide Foil,13.47,Alpha,Foil,Ordinary,alp-riptide-b-f
Riptide Preconstructed Deck,0.94,Alpha,Standard,Ordinary,
River of Flame,14.87,Alpha,Standard,Unique,alp-river_of_flame-b-s
River of Flame Preconstructed Deck,12.0,Alpha,Standard,Unique,
Roaming Monster,0.27,Alpha,Standard,Ordinary,alp-roaming_monster-b-s
Roaming Monster Foil,15.78,Alpha,Foil,Ordinary,alp-roaming_monster-b-f
Rolling Boulder,0.47,Alpha,Standard,Exceptional,alp-rolling_boulder-b-s
Rolling Boulder Foil,24.2,Alpha,Foil,Exceptional,alp-rolling_boulder-b-f
Root Spider,1.26,Alpha,Standard,Exceptional,alp-root_spider-b-s
Roots of Yggdrasil,11.45,Alpha,Standard,Unique,alp-roots_of_yggdrasil-b-s
Roots of Yggdrasil Foil,302.49,Alpha,Foil,Unique,alp-roots_of_yggdrasil-b-f
Royal Bodyguard,3.18,Alpha,Standard,Elite,alp-royal_bodyguard-b-s
Royal Bodyguard Foil,144.99,Alpha,Foil,Elite,alp-royal_bodyguard-b-f
Rubble Box Topper,1.56,Alpha,Standard,Ordinary,
Ruby Core,82.38,Alpha,Standard,Unique,alp-ruby_core-b-s
Ruins,4.0,Alpha,Standard,Exceptional,alp-ruins-b-s
Ruler of Thul,165.2,Alpha,Standard,Unique,alp-ruler_of_thul-b-s
Rustic Village,0.39,Alpha,Standard,Ordinary,alp-rustic_village-b-s
Rustic Village Foil,9.0,Alpha,Foil,Ordinary,alp-rustic_village-b-f
Sacred Scarabs,0.26,Alpha,Standard,Ordinary,alp-sacred_scarabs-b-s
Sacred Scarabs Foil,12.99,Alpha,Foil,Ordinary,alp-sacred_scarabs-b-f
Sand Worm,0.12,Alpha,Standard,Ordinary,alp-sand_worm-b-s
Sandstorm,0.14,Alpha,Standard,Ordinary,alp-sandstorm-b-s
Scarecrow,0.22,Alpha,Standard,Ordinary,alp-scarecrow-b-s
Scarecrow Foil,5.8,Alpha,Foil,Ordinary,alp-scarecrow-b-f
Scavenging Fiend,0.5,Alpha,Standard,Exceptional,alp-scavenging_fiend-b-s
Scent Hounds,0.15,Alpha,Standard,Ordinary,alp-scent_hounds-b-s
Scent Hounds Foil,13.24,Alpha,Foil,Ordinary,alp-scent_hounds-b-f
Scorched Earth,0.93,Alpha,Standard,Elite,alp-scorched_earth-b-s
Scorched Earth Foil,53.47,Alpha,Foil,Elite,alp-scorched_earth-b-f
Scourge Zombies,0.21,Alpha,Standard,Ordinary,alp-scourge_zombies-b-s
Scourge Zombies Foil,9.97,Alpha,Foil,Ordinary,alp-scourge_zombies-b-f
Screaming Skull,1.55,Alpha,Standard,Elite,alp-screaming_skull-b-s
Screaming Skull Foil,50.0,Alpha,Foil,Elite,alp-screaming_skull-b-f
Screaming Skull Preconstructed Deck,3.73,Alpha,Standard,Elite,
Sea Raider,0.45,Alpha,Standard,Exceptional,alp-sea_raider-b-s
Sea Serpent,0.21,Alpha,Standard,Ordinary,alp-sea_serpent-b-s
Sea Serpent Foil,8.48,Alpha,Foil,Ordinary,alp-sea_serpent-b-f
Sea Serpent Preconstructed Deck,0.94,Alpha,Standard,Ordinary,
Seasoned Sellsword Elite,1.17,Alpha,Standard,Elite,
Secret Tunnel,0.43,Alpha,Standard,Exceptional,alp-secret_tunnel-b-s
Sedge Crabs,0.13,Alpha,Standard,Ordinary,alp-sedge_crabs-b-s
Sedge Crabs Foil,10.48,Alpha,Foil,Ordinary,alp-sedge_crabs-b-f
Seer,2.32,Alpha,Standard,Elite,alp-seer-b-s
Seer Foil,107.0,Alpha,Foil,Elite,alp-seer-b-f
Seirawan Hydra,1.2,Alpha,Standard,Elite,alp-seirawan_hydra-b-s
Seirawan Hydra Foil,39.94,Alpha,Foil,Elite,alp-seirawan_hydra-b-f
Selfsame Simulacrum,2.89,Alpha,Standard,Elite,alp-selfsame_simulacrum-b-s
Selfsame Simulacrum Foil,71.01,Alpha,Foil,Elite,alp-selfsame_simulacrum-b-f
Seven League Boots,9.33,Alpha,Standard,Unique,alp-seven_league_boots-b-s
Shield Maidens,0.55,Alpha,Standard,Exceptional,alp-shield_maidens-b-s
Shield Wall,0.22,Alpha,Standard,Exceptional,alp-shield_wall-b-s
Shield Wall Foil,16.14,Alpha,Foil,Exceptional,alp-shield_wall-b-f
Shifting Sands,0.27,Alpha,Standard,Exceptional,alp-shifting_sands-b-s
Shifting Sands Foil,24.67,Alpha,Foil,Exceptional,alp-shifting_sands-b-f
Shrink,0.53,Alpha,Standard,Exceptional,alp-shrink-b-s
Shrink Foil,19.49,Alpha,Foil,Exceptional,alp-shrink-b-f
Siege Ballista,0.3,Alpha,Standard,Exceptional,alp-siege_ballista-b-s
Siege Ballista Foil,39.99,Alpha,Foil,Exceptional,alp-siege_ballista-b-f
Silence Elite,1.98,Alpha,Standard,Elite,
Silver Valkyries,1.39,Alpha,Standard,Elite,alp-silver_valkyries-b-s
Silver Valkyries Foil,34.18,Alpha,Foil,Elite,alp-silver_valkyries-b-f
Simple Village,0.25,Alpha,Standard,Ordinary,alp-simple_village-b-s
Sinkhole,5.14,Alpha,Standard,Elite,alp-sinkhole-b-s
Sinkhole Foil,65.31,Alpha,Foil,Elite,alp-sinkhole-b-f
Sirian Templar,0.35,Alpha,Standard,Exceptional,alp-sirian_templar-bt-s
Sirian Templar Box Topper,4.94,Alpha,Standard,Exceptional,
Sirian Templar Foil,18.0,Alpha,Foil,Exceptional,alp-sirian_templar-b-f
Sirocco Scorpions,0.2,Alpha,Standard,Ordinary,alp-sirocco_scorpions-b-s
Sirocco Scorpions Foil,10.49,Alpha,Foil,Ordinary,alp-sirocco_scorpions-b-f
Sisters of Silence,1.0,Alpha,Standard,Elite,alp-sisters_of_silence-b-s
Sisters of Silence Foil,70.0,Alpha,Foil,Elite,alp-sisters_of_silence-b-f
Skirmishers of Mu,0.58,Alpha,Standard,Exceptional,alp-skirmishers_of_mu-b-s
Skirmishers of Mu Foil,17.5,Alpha,Foil,Exceptional,alp-skirmishers_of_mu-b-f
Sky Baron,1.1,Alpha,Standard,Elite,alp-sky_baron-b-s
Sleep,0.19,Alpha,Standard,Ordinary,alp-sleep-b-s
Sleep Foil,13.63,Alpha,Foil,Ordinary,alp-sleep-b-f
Sling Pixies,0.48,Alpha,Standard,Exceptional,alp-sling_pixies-b-s
Sling Pixies Foil,18.17,Alpha,Foil,Exceptional,alp-sling_pixies-b-f
Slumbering Giantess,0.41,Alpha,Standard,Exceptional,alp-slumbering_giantess-b-s
Slumbering Giantess Foil,22.27,Alpha,Foil,Exceptional,alp-slumbering_giantess-b-f
Smokestacks of Gnaak Unique,19.17,Alpha,Standard,Unique,
Sneak Thief,0.95,Alpha,Standard,Elite,alp-sneak_thief-b-s
Snow Leopard,0.15,Alpha,Standard,Ordinary,alp-snow_leopard-b-s
Snow Leopard Foil,8.72,Alpha,Foil,Ordinary,alp-snow_leopard-b-f
Sorcerer,0.77,Alpha,Standard,Ordinary,alp-sorcerer-b-s
Sorcerer Foil,375.94,Alpha,Foil,Elite,alp-sorcerer-bt-f
Sorcerer Foil Box Topper,1.82,Alpha,Foil,Elite,
Sorcerer Pledge Pack,25.99,Alpha,Standard,Elite,
Sorcery Contested Realm Pledge Pack,143.71,Alpha,Standard,,
Spear of Destiny,5.36,Alpha,Standard,Unique,alp-spear_of_destiny-b-s
Spear of Destiny Preconstructed Deck,9.15,Alpha,Standard,Unique,
Spectral Stalker,0.15,Alpha,Standard,Ordinary,alp-spectral_stalker-b-s
Spectral Stalker Foil,8.37,Alpha,Foil,Ordinary,alp-spectral_stalker-b-f
Spin Attack,0.2,Alpha,Standard,Ordinary,alp-spin_attack-b-s
Spin Attack Foil,9.49,Alpha,Foil,Ordinary,alp-spin_attack-b-f
Spire Lich,0.34,Alpha,Standard,Exceptional,alp-spire_lich-b-s
Spire Lich Foil,17.99,Alpha,Foil,Exceptional,alp-spire_lich-b-f
Spire Lich Preconstructed Deck,0.99,Alpha,Standard,Exceptional,
Spring River,0.29,Alpha,Standard,Ordinary,alp-spring_river-b-s
Spring River Foil,13.74,Alpha,Foil,Ordinary,alp-spring_river-b-f
Squirming Mass,1.3,Alpha,Standard,Elite,alp-squirming_mass-b-s
Squirming Mass Foil,32.94,Alpha,Foil,Elite,alp-squirming_mass-b-f
Standing Stones,0.63,Alpha,Standard,Elite,alp-standing_stones-b-s
Star seeds of Uhr,11.42,Alpha,Standard,Unique,alp-star_seeds_of_uhr-b-s
Star seeds of Uhr Foil,295.99,Alpha,Foil,Unique,alp-star_seeds_of_uhr-b-f
Steppe,3.23,Alpha,Standard,Exceptional,alp-steppe-b-s
Steppe Foil,129.93,Alpha,Foil,Exceptional,alp-steppe-b-f
Stone gaze Gorgons,0.45,Alpha,Standard,Elite,alp-stone_gaze_gorgons-b-s
Stone gaze Gorgons Preconstructed Deck,2.31,Alpha,Standard,Elite,
Stormy Seas,0.65,Alpha,Standard,Exceptional,alp-stormy_seas-b-s
Stormy Seas Foil,13.47,Alpha,Foil,Exceptional,alp-stormy_seas-b-f
Summer River,0.44,Alpha,Standard,Ordinary,alp-summer_river-b-s
Summer River Foil,13.97,Alpha,Foil,Ordinary,alp-summer_river-b-f
Summoning Sphere,0.52,Alpha,Standard,Exceptional,alp-summoning_sphere-b-s
Summoning Sphere Foil,13.0,Alpha,Foil,Exceptional,alp-summoning_sphere-b-f
Sunken Treasure,0.5,Alpha,Standard,Exceptional,alp-sunken_treasure-b-s
Sunken Treasure Foil,24.21,Alpha,Foil,Exceptional,alp-sunken_treasure-b-f
Sunken Treasure Preconstructed Deck,0.94,Alpha,Standard,Exceptional,
Swamp Buffalo,0.21,Alpha,Standard,Ordinary,alp-swamp_buffalo-b-s
Swamp Buffalo Foil,11.4,Alpha,Foil,Ordinary,alp-swamp_buffalo-b-f
Swan Maidens,0.14,Alpha,Standard,Ordinary,alp-swan_maidens-b-s
Swan Maidens Foil,5.61,Alpha,Foil,Ordinary,alp-swan_maidens-b-f
Swan Maidens Preconstructed Deck,0.94,Alpha,Standard,Ordinary,
Swiven Scout,0.2,Alpha,Standard,Exceptional,alp-swiven_scout-b-s
Swiven Scout Foil,16.0,Alpha,Foil,Exceptional,alp-swiven_scout-b-f
Tadpole Pool,12.25,Alpha,Standard,Unique,alp-tadpole_pool-b-s
Tadpole Pool Preconstructed Deck,5.81,Alpha,Standard,Unique,
Telekinesis,0.43,Alpha,Standard,Exceptional,alp-telekinesis-b-s
Telekinesis Foil,18.0,Alpha,Foil,Exceptional,alp-telekinesis-b-f
Teleport,0.19,Alpha,Standard,Ordinary,alp-teleport-b-s
Teleport Foil,11.99,Alpha,Foil,Ordinary,alp-teleport-b-f
The Artists Box Topper,1.71,Alpha,Standard,Promo,
The Colour Out of Space,33.83,Alpha,Standard,Unique,alp-the_colour_out_of_space-b-s
The Four Elementals Preconstructed Deck Box,574.86,Alpha,Standard,,
The Four Elementals Preconstructed Deck Earth,199.0,Alpha,Standard,,
The Four Elementals Preconstructed Deck Fire,103.6,Alpha,Standard,,
The Four Elementals Preconstructed Deck Water,146.51,Alpha,Standard,,
The Geistwood,11.92,Alpha,Standard,Unique,alp-the_geistwood-b-s
The Immortal Throne,6.3,Alpha,Standard,Unique,alp-the_immortal_throne-b-s
Thunderstorm,0.84,Alpha,Standard,Exceptional,alp-thunderstorm-b-s
Thunderstorm Foil,29.0,Alpha,Foil,Exceptional,alp-thunderstorm-b-f
Tide Naiads,0.29,Alpha,Standard,Exceptional,alp-tide_naiads-b-s
Tide Naiads Foil,15.99,Alpha,Foil,Exceptional,alp-tide_naiads-b-f
Torshammar Trinket,2.93,Alpha,Standard,Exceptional,alp-torshammar_trinket-b-s
Torshammar Trinket Foil,75.0,Alpha,Foil,Exceptional,alp-torshammar_trinket-b-f
Tragedy Worrywart,0.28,Alpha,Standard,Exceptional,alp-tragedy_worrywart-b-s
Tragedy Worrywart Foil,11.0,Alpha,Foil,Exceptional,alp-tragedy_worrywart-b-f
Tringh Constrictor,0.37,Alpha,Standard,Exceptional,alp-tringh_constrictor-b-s
Tringh Constrictor Foil,14.08,Alpha,Foil,Exceptional,alp-tringh_constrictor-b-f
Truesight Crossbow,0.44,Alpha,Standard,Exceptional,alp-truesight_crossbow-b-s
Truesight Crossbow Foil,17.82,Alpha,Foil,Exceptional,alp-truesight_crossbow-b-f
Tufted Turtles,0.25,Alpha,Standard,Ordinary,alp-tufted_turtles-b-s
Tufted Turtles Foil,11.96,Alpha,Foil,Ordinary,alp-tufted_turtles-b-f
Tvinnax Berserker,0.27,Alpha,Standard,Exceptional,alp-tvinnax_berserker-b-s
Tvinnax Berserker Foil,27.99,Alpha,Foil,Exceptional,alp-tvinnax_berserker-b-f
Twist of Fate,8.4,Alpha,Standard,Unique,alp-twist_of_fate-b-s
Twist of Fate Foil,276.29,Alpha,Foil,Unique,alp-twist_of_fate-b-f
Ultimate Horror,13.27,Alpha,Standard,Unique,alp-ultimate_horror-b-s
Undertaker Engine,0.42,Alpha,Standard,Elite,alp-undertaker_engine-b-s
Undertaker Engine Foil,49.0,Alpha,Foil,Elite,alp-undertaker_engine-b-f
Undertow,0.44,Alpha,Standard,Exceptional,alp-undertow-b-s
Undertow Foil,17.0,Alpha,Foil,Exceptional,alp-undertow-b-f
Undertow Preconstructed Deck,0.94,Alpha,Standard,Exceptional,
Unland Angler,0.57,Alpha,Standard,Elite,alp-unland_angler-b-s
Unland Angler Preconstructed Deck,1.44,Alpha,Standard,Elite,
Unland Eel,0.43,Alpha,Standard,Exceptional,alp-unland_eel-b-s
Unland Eel Foil,12.15,Alpha,Foil,Exceptional,alp-unland_eel-b-f
Unlikely Alliance,0.9,Alpha,Standard,Elite,alp-unlikely_alliance-b-s
Unlikely Alliance Foil,33.0,Alpha,Foil,Elite,alp-unlikely_alliance-b-f
Unravel,0.14,Alpha,Standard,Ordinary,alp-unravel-b-s
Unravel Foil,14.79,Alpha,Foil,Ordinary,alp-unravel-b-f
Updraft Ridge,0.43,Alpha,Standard,Exceptional,alp-updraft_ridge-b-s
Updraft Ridge Foil,40.75,Alpha,Foil,Exceptional,alp-updraft_ridge-b-f
Upwelling,0.35,Alpha,Standard,Exceptional,alp-upwelling-b-s
Upwelling Preconstructed Deck,1.33,Alpha,Standard,Exceptional,
Vanguard Knights,0.41,Alpha,Standard,Exceptional,alp-vanguard_knights-b-s
Vanguard Knights Foil,21.0,Alpha,Foil,Exceptional,alp-vanguard_knights-b-f
Vantage Hills,0.31,Alpha,Standard,Exceptional,alp-vantage_hills-b-s
Vaults of Zul,6.85,Alpha,Standard,Unique,alp-vaults_of_zul-b-s
Vesuvius,6.15,Alpha,Standard,Unique,alp-vesuvius-b-s
Vesuvius Foil,121.24,Alpha,Foil,Unique,alp-vesuvius-b-f
Vesuvius Preconstructed Deck,3.96,Alpha,Standard,Unique,
Vile Imp,4.22,Alpha,Standard,Ordinary,alp-vile_imp-b-s
Vile Imp Foil,131.26,Alpha,Foil,Ordinary,alp-vile_imp-b-f
Vril Revenant,1.67,Alpha,Standard,Elite,alp-vril_revenant-b-s
Vril Revenant Foil,35.49,Alpha,Foil,Elite,alp-vril_revenant-b-f
Wall of Air,0.21,Alpha,Standard,Ordinary,alp-wall_of_air-b-s
Wall of Air Foil,9.31,Alpha,Foil,Ordinary,alp-wall_of_air-b-f
Wall of Fire,0.18,Alpha,Standard,Ordinary,alp-wall_of_fire-b-s
Wall of Fire Foil,10.71,Alpha,Foil,Ordinary,alp-wall_of_fire-b-f
Wall of Ice,0.16,Alpha,Standard,Ordinary,alp-wall_of_ice-b-s
Wall of Ice Foil,6.98,Alpha,Foil,Ordinary,alp-wall_of_ice-b-f
Warp Spasm,6.78,Alpha,Standard,Unique,alp-warp_spasm-b-s
Watchtower,0.34,Alpha,Standard,Exceptional,alp-watchtower-b-s
Wayfaring Pilgrim,0.33,Alpha,Standard,Exceptional,alp-wayfaring_pilgrim-b-s
Waypoint Portal,0.4,Alpha,Standard,Exceptional,alp-waypoint_portal-b-s
Waypoint Portal Foil,15.6,Alpha,Foil,Exceptional,alp-waypoint_portal-b-f
Waypoint Portal Preconstructed Deck,1.26,Alpha,Standard,Exceptional,
Whirling Blades,0.61,Alpha,Standard,Exceptional,alp-whirling_blades-b-s
